Owner Role,Opportunity Owner,Account Name (DBA),Opportunity Name,Stage,Fiscal Period,Amount,Probability (%),Age,Fund/Close Date,Created Date,Next Step,Lead Source,Type,Website
Equity Fund,Kiva Dickinson,Tiesta Tea,Tiesta Tea - September 2018,Closed Passed,Q4-2018,,1/0/00,111,43465,43355,,Helio,,tiestatea.com
Equity Fund,Kiva Dickinson,Routine,Routine - May 2018,Closed Passed,Q4-2018,,1/0/00,228,43465,43238,,Helio,,routinecream.com
Equity Fund,Kiva Dickinson,Jed North Apparel,Jed North Apparel - November 2018,Closed Passed,Q4-2018,,1/0/00,30,43465,43435,,Helio,,jednorth.com
Equity Fund,Kiva Dickinson,LoveBug Probiotics,LoveBug Probiotics - September 2018,Closed Passed,Q4-2018,,1/0/00,101,43465,43364,,Helio,,lovebugprobiotics.com
Equity Fund,Kiva Dickinson,Brooklyn Roasting,Brooklyn Roasting - September 2018,Closed Passed,Q4-2018,,1/0/00,95,43465,43370,,Helio,,brooklynroasting.com
Equity Fund,Kiva Dickinson,BioClarity,BioClarity - November 2018,Closed Passed,Q4-2018,,1/0/00,54,43465,43411,,Inbound,,bioclarity.com
Equity Fund,Kiva Dickinson,Paleonola,Paleonola - May 2018,Closed Passed,Q4-2018,,1/0/00,234,43465,43231,,Manual,,paleonola.com
Equity Fund,Kiva Dickinson,Safe Catch,Safe Catch - November 2018,Closed Passed,Q4-2018,,1/0/00,59,43465,43406,,Helio,,safecatch.com
Equity Fund,Kiva Dickinson,Smitten Ice Cream,Smitten Ice Cream - October 2018,Closed Passed,Q4-2018,,1/0/00,91,43465,43374,,Other Referral,,smittenicecream.com
Equity Fund,Kiva Dickinson,Ips Perfect Snacks,Ips Perfect Snacks - October 2018,Closed Passed,Q4-2018,,1/0/00,74,43465,43391,,Helio,,ipsallnatural.com
Equity Fund,Kiva Dickinson,Ruby Jewel,Ruby Jewel - October 2018,Closed Passed,Q4-2018,,1/0/00,70,43465,43395,,Helio,,rubyjewel.com
Equity Fund,Kiva Dickinson,Gelato Fiasco,Gelato Fiasco - November 2018,Closed Passed,Q4-2018,,1/0/00,60,43465,43406,,Helio,,gelatofiasco.com
Equity Fund,Kiva Dickinson,MoodyTongue,MoodyTongue - September 2018,Closed Lost,Q4-2018,,1/0/00,117,43465,43348,,Helio,,moodytongue.com
Equity Fund,Kiva Dickinson,Wondercide,Wondercide - September 2018,Closed Lost,Q4-2018,,1/0/00,109,43465,43356,,Helio,,wondercide.com
Equity Fund,Kiva Dickinson,Rebels Refinery,Rebels Refinery - September 2018,Closed Passed,Q4-2018,,1/0/00,104,43465,43361,,Other Referral,,rebelsrefinery.com
Equity Fund,Kiva Dickinson,Eternal Water,Eternal Water - September 2018,Closed Lost,Q4-2018,,1/0/00,95,43465,43370,,Helio,,eternalwater.com
Equity Fund,Kiva Dickinson,Harwood Gold Maple Syrup,Harwood Gold Maple Syrup - November 2018,Closed Passed,Q4-2018,,1/0/00,33,43465,43432,,Helio,,harwoodgold.com
Equity Fund,Kiva Dickinson,Coffee Booster,Coffee Booster - October 2018,Closed Passed,Q4-2018,,1/0/00,73,43465,43392,,Inbound,,coffeebooster.com
Equity Fund,Kiva Dickinson,COMRAD,COMRAD - October 2018,Closed Passed,Q4-2018,,1/0/00,70,43465,43395,,Other Referral,,comradsocks.com
Equity Fund,Kiva Dickinson,Oars and Alps,Oars and Alps - November 2018,Closed Passed,Q4-2018,,1/0/00,60,43465,43405,,Manual,,oarsandalps.com
Equity Fund,Kiva Dickinson,Positive Beverage,Positive Beverage - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43472,43472,,Helio,,positivebeverage.com
Equity Fund,Kiva Dickinson,Ada Diamonds,Ada Diamonds - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43473,43473,,Manual,,adadiamonds.com
Equity Fund,Kiva Dickinson,Keeper Energy Drink,Keeper Energy Drink - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43475,43475,,Helio,,keeperenergydrink.com
Equity Fund,Kiva Dickinson,KRa,KRa - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43476,43476,,Helio,,drinkkra.com
Equity Fund,Kiva Dickinson,Harper Wilde,Harper Wilde - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43480,43481,,Other Referral from CircleUp Employee,,harperwilde.com
Equity Fund,Kiva Dickinson,Noka,Noka - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43480,43480,,Trade Show,,nokaorganics.com
Equity Fund,Kiva Dickinson,Vive Organic,Vive Organic - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43480,43480,,Manual,,vive-organic.com
Equity Fund,Kiva Dickinson,Greenleaf Juice,Greenleaf Juice - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43481,43481,,Helio,,greenleafjuice.com
Equity Fund,Kiva Dickinson,Wedderspoon,Wedderspoon - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43482,43483,,Helio,,wedderspoon.com
Equity Fund,Kiva Dickinson,Trimona Foods,Trimona Foods - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43487,43488,,Helio,,trimonafoods.com
Equity Fund,Kiva Dickinson,Revel Spirits,Revel Spirits - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43487,43488,,Other Referral,,revelspirits.com
Equity Fund,Kiva Dickinson,Wisp,Wisp - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43487,43488,,Inbound,,hellowisp.com
Equity Fund,Kiva Dickinson,Tenayo,Tenayo - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43489,43489,,Inbound,,tenayo.com
Equity Fund,Kiva Dickinson,Queen V,Queen V - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43489,43490,,Manual,,queenvlife.com
Equity Fund,Kiva Dickinson,Norr Skyr,Norr Skyr - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43490,43490,,Helio,,norrskyr.com
Equity Fund,Kiva Dickinson,Andrew's Honey,Andrew's Honey - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43493,43493,,Helio,,andrewshoney.com
Equity Fund,Kiva Dickinson,Honua Skincare,Honua Skincare - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43494,43495,,Helio,,honuaskincare.com
Equity Fund,Kiva Dickinson,Truff,Truff - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43494,43495,,Other Referral,,truffhotsauce.com
Equity Fund,Kiva Dickinson,Barrister & Mann,Barrister & Mann - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43495,43495,,Helio,,barristerandmann.com
Equity Fund,Kiva Dickinson,Nasty,Nasty - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43495,43495,,Helio,,getnasty.com
Equity Fund,Kiva Dickinson,Prommus,Prommus - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43495,43495,,Inbound,,prommus.com
Equity Fund,Kiva Dickinson,Miyoko's,Miyoko's Kitchen - September 2018,Closed Passed,Q1-2019,,1/0/00,148,43496,43348,,Helio,,miyokos.com
Equity Fund,Kiva Dickinson,Smarter Vitamins,Smarter Vitamins - December 2018,Closed Passed,Q1-2019,,1/0/00,48,43496,43448,,Helio,,smartervitamins.com
Equity Fund,Kiva Dickinson,Beekeeper's Naturals,Beekeeper's Naturals - October 2018,Closed Lost,Q1-2019,,1/0/00,119,43496,43377,,Helio,,beekeepersnaturals.com
Equity Fund,Kiva Dickinson,FLTbar,FLTbar - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43500,43500,,Manual,,fltbar.com
Equity Fund,Kiva Dickinson,Kat Burki Inc.,Kat Burki Inc. - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43502,43503,,Manual,,katburki.com
Equity Fund,Kiva Dickinson,Bright Greens,Bright Greens - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43502,43503,,Manual,,brightgreens.com
Equity Fund,Kiva Dickinson,American Farmer Popcorn,American Farmer - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43502,43503,,Helio,,afpopcorn.com
Equity Fund,Kiva Dickinson,Kuli Kuli,Kuli Kuli - February 2019,Closed Lost,Q1-2019,,1/0/00,0,43502,43503,,Manual,,kulikulifoods.com
Equity Fund,Kiva Dickinson,Culina Yogurt,Culina Yogurt - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43504,43504,,Helio,,culinayogurt.com
Equity Fund,Kiva Dickinson,DribbleUp,DribbleUp - February 2019,Closed Lost,Q1-2019,,1/0/00,0,43504,43504,,Inbound,,buy.dribbleup.com
Equity Fund,Kiva Dickinson,Hilary Krentzman,Hilary Krentzman - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43509,43510,,Other Referral,,linkedin.com/in/hilary-krentzman-04a64127/
Equity Fund,Kiva Dickinson,Reel Life,Reel Life - February 2019,Closed Lost,Q1-2019,,1/0/00,0,43509,43510,,Helio,,reellifegear.com
Equity Fund,Kiva Dickinson,Chareau,Chareau - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43518,43518,,Inbound,,chareau.us
Equity Fund,Kiva Dickinson,SIXSITE Gear,SIXSITE Gear - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43520,43520,,Helio,,sixsitegear.com
Equity Fund,Kiva Dickinson,Verb Energy,Verb Energy - December 2018,Closed Passed,Q1-2019,,1/0/00,76,43524,43448,,Manual,,verbenergy.co
Equity Fund,Kiva Dickinson,Koia,Koia - November 2018,Closed Passed,Q1-2019,,1/0/00,91,43524,43433,,Manual,,drinkkoia.com
Equity Fund,Kiva Dickinson,Red Duck Foods,Red Duck Foods - December 2018,Closed Passed,Q1-2019,,1/0/00,76,43524,43448,,Helio,,redduckfoods.com
Equity Fund,Kiva Dickinson,Ugly Drinks,Ugly Drinks - December 2018,Closed Passed,Q1-2019,,1/0/00,76,43524,43448,,Manual,,uglydrinks.com
Equity Fund,Kiva Dickinson,Yai's Thai,Yai's Thai - December 2018,Closed Lost,Q1-2019,,1/0/00,76,43524,43448,,Helio,,yaisthai.com
Equity Fund,Kiva Dickinson,Superfit Hero,Superfit Hero - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,,,superfithero.com
Equity Fund,Kiva Dickinson,Simply Soupreme,Simply Soupreme - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Inbound,,simplysoupreme.com
Equity Fund,Kiva Dickinson,Country Archer Jerkey,Country Archer Jerkey - March 2019,Closed Lost,Q1-2019,,1/0/00,0,43532,43532,,Other,,countryarcher.com
Equity Fund,Kiva Dickinson,Little Fancy Spritzer,Little Fancy Spritzer - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Inbound,,littlefancysprtizer.com
Equity Fund,Kiva Dickinson,Oxtale,Oxtale - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Investor Referral,,oxtale.co
Equity Fund,Kiva Dickinson,Ithaca Hummus,Ithaca Cold Crafted - March 2019,Closed Lost,Q1-2019,,1/0/00,0,43532,43532,,Trade Show,,ithacacoldcrafted.com
Equity Fund,Kiva Dickinson,Beckon Ice Cream,Beckon Ice Cream - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Trade Show,,beckonicecream.com
Equity Fund,Kiva Dickinson,Kiito,Kiito - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Manual,,drinkkiito.com
Equity Fund,Kiva Dickinson,Liveli,Liveli - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Entrepreneur Referral,,liveli.com
Equity Fund,Kiva Dickinson,Kiava Clothing,Kiava Clothing - March 2019,Closed Lost,Q1-2019,,1/0/00,0,43532,43532,,Helio,,kiavaclothing.com
Equity Fund,Kiva Dickinson,SmartSweets,SmartSweets - March 2019,Closed Lost,Q1-2019,,1/0/00,0,43532,43532,,Trade Show,,smartsweets.com
Equity Fund,Kiva Dickinson,Bear Powerfoods,Bear Powerfoods - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43532,43532,,Other Referral,,bearpowerfoods.com
Equity Fund,Kiva Dickinson,House Beer,House Beer - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43535,43535,,Manual,,housebeer.us
Equity Fund,Kiva Dickinson,SOUND Sparkling Tea,SOUND Sparkling Tea - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43538,43538,,Trade Show,,soundtea.com
Equity Fund,Kiva Dickinson,Apres,Apres - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43538,43538,,Trade Show,,drinkapres.com
Equity Fund,Kiva Dickinson,3/4 OZ. Handcrafted Cocktail Syrups,3/4 OZ. Handcrafted Cocktail Syrups - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43538,43538,,Helio,,34tonic.com
Equity Fund,Kiva Dickinson,Pan's Mushroom Jerky,Pan's Mushroom Jerky - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43538,43538,,Helio,,mushroomjerky.com
Equity Fund,Kiva Dickinson,Sfoglini,Sfoglini - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43544,43544,,Other Referral,,sfoglini.com
Equity Fund,Kiva Dickinson,Picky Bars,Picky Bars - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43545,43545,,Inbound,,pickybars.com
Equity Fund,Kiva Dickinson,Brekki,Brekki - February 2019,Closed Passed,Q1-2019,,1/0/00,46,43550,43504,,Inbound,,brekki.com
Equity Fund,Kiva Dickinson,Aavrani,Aavrani - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43550,43550,,Other Referral,,aavrani.com
Equity Fund,Kiva Dickinson,Keto Farms,Keto Farms - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43550,43550,,Inbound,,ketofarms.com
Equity Fund,Kiva Dickinson,Partake Brewing,Partake Brewing - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43550,43550,,Inbound,,drinkpartake.com
Equity Fund,Kiva Dickinson,Panacea,Panacea - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43550,43550,,Inbound,,thepanacea.com
Equity Fund,Kiva Dickinson,SuperFat,SuperFat - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43551,43551,,Manual,,superfat.com
Equity Fund,Kiva Dickinson,HyVIDA,HyVIDA - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43551,43551,,,,hyvida.com
Equity Fund,Kiva Dickinson,Taali,Taali - March 2019,Closed Passed,Q1-2019,,1/0/00,0,43551,43551,,Inbound,,taalifoods.com
Equity Fund,Kiva Dickinson,Sufferfest,Sufferfest - March 2019,Closed Lost,Q1-2019,,1/0/00,0,43551,43551,,Inbound,,sufferfestbeer.com
Equity Fund,Kiva Dickinson,Bev,Bev - March 2019,Closed Passed,Q1-2019,,1/0/00,20,43555,43535,,Manual,,drinkbev.com
Equity Fund,Kiva Dickinson,Cuts Clothing,Cuts Clothing - January 2019,Closed Passed,Q1-2019,,1/0/00,62,43555,43493,,Other Referral,,cutsclothing.com
Equity Fund,Kiva Dickinson,RISE Brewing,RISE Brewing - January 2019,Closed Passed,Q1-2019,,1/0/00,74,43555,43481,,Trade Show,,risebrewingco.com
Equity Fund,Kiva Dickinson,Kize Concepts,Kize Concepts - March 2019,Closed Lost,Q1-2019,,1/0/00,2,43555,43553,,Manual,,kizeconcepts.com
Equity Fund,Kiva Dickinson,Carson Life,Carson Life - February 2019,Closed Passed,Q1-2019,,1/0/00,23,43555,43532,,Website,,carsonlife.com
Equity Fund,Kiva Dickinson,Good Day Chocolate,Good Day Chocolate - December 2018,Closed Passed,Q1-2019,,1/0/00,101,43555,43454,,Helio,,gooddaychocolate.com
Equity Fund,Kiva Dickinson,Yerbae,Yerbae - January 2019,Closed Passed,Q1-2019,,1/0/00,82,43555,43473,,Helio,,yerbae.com
Equity Fund,Kiva Dickinson,Up Mountain Switchel,Up Mountain Switchel - January 2019,Closed Passed,Q1-2019,,1/0/00,74,43555,43481,,Helio,,drinkswitchel.com
Equity Fund,Kiva Dickinson,Nooma,Nooma - January 2019,Closed Passed,Q1-2019,,1/0/00,72,43555,43483,,Helio,,drinknooma.com
Equity Fund,Kiva Dickinson,Dr. Squatch,Dr. Squatch - January 2019,Closed Passed,Q1-2019,,1/0/00,59,43555,43496,,Helio,,drsquatch.com
Equity Fund,Kiva Dickinson,Biena,Biena - November 2018,Closed Passed,Q1-2019,,1/0/00,142,43555,43413,,Helio,,bienasnacks.com
Equity Fund,Kiva Dickinson,Carpe Lotion,Carpe Lotion - November 2018,Closed Passed,Q1-2019,,1/0/00,124,43555,43431,,Inbound,,mycarpe.com
Equity Fund,Kiva Dickinson,Raw Juice,Raw Juice - January 2019,Closed Passed,Q1-2019,,1/0/00,82,43555,43473,,Helio,,rawjuce.com
Equity Fund,Kiva Dickinson,Nosh Foods,Nosh Baby - January 2019,Closed Passed,Q1-2019,,1/0/00,74,43555,43481,,Inbound,,luv2nosh.com
Equity Fund,Kiva Dickinson,Simply Earth,Simply Earth - January 2019,Closed Passed,Q1-2019,,1/0/00,62,43555,43493,,Helio,,simplyearth.com
Equity Fund,Kiva Dickinson,Mush,Mush - January 2019,Closed Lost,Q1-2019,,1/0/00,75,43555,43480,,Manual,,eatmush.com
Equity Fund,Kiva Dickinson,MALK Organics,MALK Organics - January 2019,Closed Lost,Q1-2019,,1/0/00,68,43555,43487,,Other Referral from CircleUp Employee,,malkorganics.com
Equity Fund,Kiva Dickinson,Inspired Start,Inspired Start - January 2019,Closed Lost,Q1-2019,,1/0/00,67,43555,43488,,Inbound,,inspired-start.com
Equity Fund,Kiva Dickinson,Smilo,Smilo - February 2019,Closed Passed,Q1-2019,,1/0/00,51,43555,43504,,Investor Referral,,smilobaby.com
Equity Fund,Kiva Dickinson,Dr. Roebuck's,Dr. Roebuck's - February 2019,Closed Lost,Q1-2019,,1/0/00,51,43555,43504,,Inbound,,drroebucks.com
Equity Fund,Kiva Dickinson,Public Goods,Public Goods - February 2019,Closed Passed,Q1-2019,,1/0/00,51,43555,43504,,Inbound,,publicgoods.com
Equity Fund,Kiva Dickinson,LESSER EVIL,LesserEvil - February 2019,Closed Passed,Q1-2019,,1/0/00,58,43555,43497,,Helio,,lesserevil.com
Equity Fund,Kiva Dickinson,Fanchest,Fanchest - February 2019,Closed Passed,Q1-2019,,1/0/00,45,43555,43510,,Other Referral,,fanchest.com
Equity Fund,Kiva Dickinson,Goby,Goby - January 2019,Closed Passed,Q1-2019,,1/0/00,72,43555,43483,,Inbound,,goby.co
Equity Fund,Kiva Dickinson,Bonafide Provisions,Bonafide Provisions - December 2018,Closed Passed,Q1-2019,,1/0/00,101,43555,43454,,Helio,,bonafideprovisions.com
Equity Fund,Kiva Dickinson,Tushy,Tushy - December 2018,Closed Passed,Q1-2019,,1/0/00,101,43555,43454,,Other Referral,,hellotushy.com
Equity Fund,Kiva Dickinson,Strike Force,Strike Force - January 2019,Closed Lost,Q1-2019,,1/0/00,82,43555,43473,,Helio,,strikeforceenergy.com
Equity Fund,Kiva Dickinson,Evive Smoothie Cubes,Evive Smoothie Cubes - January 2019,Closed Passed,Q1-2019,,1/0/00,82,43555,43473,,Other Referral,,evivesmoothie.com
Equity Fund,Kiva Dickinson,Dose Juice,Dose Juice - January 2019,Closed Passed,Q1-2019,,1/0/00,79,43555,43476,,Helio,,dosejuice.com
Equity Fund,Kiva Dickinson,Pilot Kombucha,Pilot Kombucha - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43556,43556,,Manual,,pilotkombucha.com
Equity Fund,Kiva Dickinson,Electric Sky Wine,Electric Sky Wine - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43560,43560,,Manual,,electricskywine.com
Equity Fund,Kiva Dickinson,Crunchamame,Crunchamame - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43560,43560,,Helio,,crunchamame.com
Equity Fund,Kiva Dickinson,TEA DROPS,Tea Drops - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43560,43560,,Manual,,myteadrop.com
Equity Fund,Kiva Dickinson,Spread the Love,Spread the Love - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43560,43560,,Inbound,,spreadthelovefoods.com
Equity Fund,Kiva Dickinson,Cuts Clothing,Cuts Clothing - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43560,43560,,Manual,,cutsclothing.com
Equity Fund,Kiva Dickinson,Dry Soda,Dry Soda - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43560,43560,,,,drysoda.com
Equity Fund,Kiva Dickinson,MVMT,MVMT - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43560,43560,,,,mvmtwatches.com
Equity Fund,Kiva Dickinson,Soca,Soca - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43560,43560,,Manual,,socafood.com
Equity Fund,Kiva Dickinson,Weller,Weller - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43564,43564,,Trade Show,,welleryou.com
Equity Fund,Kiva Dickinson,Loco Coffee,Loco Coffee - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43564,43564,,Inbound,,drinklococoffee.com
Equity Fund,Kiva Dickinson,Delighted By,Delighted By - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43566,43566,,Helio,,delightedbyhummus.com
Equity Fund,Kiva Dickinson,Vive Organic,Vive Organic - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43566,43566,,Helio,,vive-organic.com
Equity Fund,Kiva Dickinson,BOOCHCRAFT,Boochcraft - April 2019,Closed Lost,Q2-2019,,1/0/00,0,43570,43570,,,,boochcraft.com
Equity Fund,Kiva Dickinson,beMndful,inVitamin - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43572,43572,,Helio,,invitamin.com
Equity Fund,Kiva Dickinson,Kapuluan Coconut,Kapuluan Coconut - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43572,43572,,Helio,,kapuluancoconut.com
Equity Fund,Kiva Dickinson,Zing Bars,Zing Bars - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43580,43580,,Helio,,zingbars.com
Equity Fund,Kiva Dickinson,Agave HEALING OIL,Agave - April 2019,Closed Passed,Q2-2019,,1/0/00,0,43580,43580,,Helio,,agaveoil.com
Equity Fund,Kiva Dickinson,Harper Wilde,Harper Wilde - March 2019,Closed Passed,Q2-2019,,1/0/00,43,43585,43542,,Inbound,,harperwilde.com
Equity Fund,Kiva Dickinson,Detox Water,Detox Water - March 2019,Closed Passed,Q2-2019,,1/0/00,43,43585,43542,,Inbound,,detoxwater.com
Equity Fund,Kiva Dickinson,Burrow,Burrow - March 2019,Closed Passed,Q2-2019,,1/0/00,43,43585,43542,,Investor Referral,,burrow.com
Equity Fund,Kiva Dickinson,Goodlife Clothing,Goodlife Clothing - April 2019,Closed Passed,Q2-2019,,1/0/00,25,43585,43560,,Inbound,,goodlifeclothing.com
Equity Fund,Kiva Dickinson,Snowe,Snowe - March 2019,Closed Passed,Q2-2019,,1/0/00,32,43585,43553,,Helio,,snowehome.com
Equity Fund,Kiva Dickinson,High Road Craft Ice Cream,High Road Craft Ice Cream - December 2018,Closed Passed,Q2-2019,,1/0/00,144,43585,43441,,Helio,,highroadcraft.com
Equity Fund,Kiva Dickinson,Truly Organic,Truly Organic - March 2019,Closed Passed,Q2-2019,,1/0/00,48,43585,43537,,Investor Referral,,trulyorganic.com
Equity Fund,Kiva Dickinson,Pactimo,Pactimo - February 2019,Closed Passed,Q2-2019,,1/0/00,75,43585,43510,,Helio,,pactimo.com
Equity Fund,Kiva Dickinson,BTL SVC,BTL SVC - January 2019,Closed Lost,Q2-2019,,1/0/00,116,43585,43469,,Other Referral,,btlsvc.com
Equity Fund,Kiva Dickinson,Thrive Natural Care,Thrive Natural Care - March 2019,Closed Passed,Q2-2019,,1/0/00,42,43585,43543,,Investor Referral,,thrivecare.co
Equity Fund,Kiva Dickinson,DribbleUp,DribbleUp - March 2019,Closed Lost,Q2-2019,,1/0/00,47,43585,43538,,Inbound,,buy.dribbleup.com
Equity Fund,Kiva Dickinson,Truth Bar,Truth Bar - March 2019,Closed Passed,Q2-2019,,1/0/00,47,43585,43538,,Trade Show,,truthbar.com
Equity Fund,Kiva Dickinson,KonaRed,KonaRed - March 2019,Closed Passed,Q2-2019,,1/0/00,36,43585,43549,,Inbound,,konared.com
Equity Fund,Kiva Dickinson,Soleil Toujours,Soleil Toujours - March 2019,Closed Passed,Q2-2019,,1/0/00,36,43585,43549,,Helio,,soleiltoujours.com
Equity Fund,Kiva Dickinson,Sunwink,Sunwink - March 2019,Closed Passed,Q2-2019,,1/0/00,35,43585,43550,,Trade Show,,drinksunwink.com
Equity Fund,Kiva Dickinson,Raw Spirit Fragrances,Raw Spirit Fragrances - March 2019,Closed Lost,Q2-2019,,1/0/00,44,43585,43541,,Helio,,rawspirit.com
Equity Fund,Kiva Dickinson,Upriver Cacao,Upriver Cacao - May 2019,Closed Passed,Q2-2019,,1/0/00,0,43593,43593,,Other Referral,,uprivercacao.com
Equity Fund,Kiva Dickinson,Nosh Foods,Nosh Baby - May 2019,Closed Passed,Q2-2019,,1/0/00,0,43593,43593,,Inbound,,luv2nosh.com
Equity Fund,Kiva Dickinson,Ace Hill,Ace Hill - May 2019,Closed Passed,Q2-2019,,1/0/00,0,43595,43599,,,,acehillbeer.com
Equity Fund,Kiva Dickinson,Handbag Clinic,Handbag Clinic - May 2019,Closed Passed,Q2-2019,,1/0/00,0,43599,43599,,Investor Referral,,handbagclinic.co.uk
Equity Fund,Kiva Dickinson,Ugly Drinks,Ugly Drinks - May 2019,Closed Passed,Q2-2019,,1/0/00,0,43599,43599,,Inbound,,uglydrinks.com
Equity Fund,Kiva Dickinson,Dr. Roebuck's,Dr. Roebuck's - May 2019,Closed Lost,Q2-2019,,1/0/00,0,43601,43601,,Trade Show,,drroebucks.com
Equity Fund,Kiva Dickinson,Bonafide Provisions,Bonafide Provisions - May 2019,Closed Lost,Q2-2019,,1/0/00,0,43601,43601,,Trade Show,,bonafideprovisions.com
